County,Route,Special Case,County Sequence,Beginning Log Mile,Ending Log Mile,Log Mile Length,Year of Traffic,Annual Average Daily Traffic,Vehicle Miles Traveled,Design Hourly Volume Percent,Directional Distribution,Vehicle - Passenger Pickups,Vehicle - Single Unit Trucks,Vehicle - Multiple Unit Trucks,ID Number,Station Number,TN-TIMES ID,% Peak Single Unit,% Peak Multi Unit,OBJECTID,Shape__Length
McMinn,SR030,0,1,22.99,25.133,2.143,2023,5206,11156.458,10,54,91,3,6,54SR030001,2 @,70000002,2.117,3.909,6706,11306.8219802514
Perry,SR020,0,1,0.85,10.74,9.89,2023,2231,22064.59,11,59,93,2,5,68SR020001,15 A,15,2.595,5.33,6707,52229.4082823443
Perry,SR020,0,1,10.74,12.52,1.78,2023,4007,7132.46,9,65,88,3,9,68SR020001,20,68000020,2.595,5.33,6708,9395.04160446957
Perry,SR020,0,1,12.52,15.32,2.8,2023,3080,8624,9,65,88,3,9,68SR020001,22,68000022,2.595,5.33,6709,14759.9490345895
Perry,SR020,0,1,15.32,24.88,9.56,2023,2098,20056.88,9,65,88,3,9,68SR020001,41,68000041,2.595,5.33,6710,50545.7472136112
Sumner,SR109,0,1,0,1.67,1.67,2023,31162,52040.54,10,55,93,3,4,83SR109001,7 @,95000007,3.263,4.887,6711,8834.53674039196
Sumner,SR109,0,1,1.67,3.735,2.065,2023,34237,70699.405,8,63,93,3,4,83SR109001,194,83000194,3.263,4.887,6712,10943.8303373385
Sumner,SR109,0,1,5.29,7.53,2.24,2023,20389,45671.36,8,59,93,3,4,83SR109001,197,83000197,3.263,4.887,6713,11864.3289523298
Sumner,SR109,0,1,7.53,14.41,6.88,2023,18493,127231.84,9,57,90,4,6,83SR109001,267,83000267,3.441,4.533,6714,36331.7902302445
Sumner,SR109,0,1,14.41,16.415,2.005,2023,17121,34327.605,9,62,90,4,6,83SR109001,268,83000268,3.441,4.533,6715,10562.7356468319
Davidson,06061,0,1,0,1.85,1.85,2023,5819,10765.15,9,65,97,2,1,1906061001,638,19000638,1.833,1.113,6716,9721.4467402274
Sumner,SR109,0,1,16.415,18.855,2.44,2023,21300,51972,9,52,93,3,4,83SR109001,18,83000018,2.522,12.464,6717,12879.2356306492
Sumner,SR109,0,1,19.27,23.53,4.26,2023,12985,55316.1,9,50,84,2,14,83SR109001,133,83000133,1.152,11.525,6718,22481.2753793006
Shelby,01458,0,1,1.62,2.378,0.758,2023,10804,8189.432,8,55,98,1,1,7901458001,84,79000084,2.982,1.205,6719,3901.41183727211
Shelby,01458,0,1,2.378,4.53,2.152,2023,12527,26958.104,9,65,95,3,2,7901458001,946,79000946,3.695,2.213,6720,11418.7782102166
Shelby,01458,0,1,4.53,5.96,1.43,2023,11742,16791.06,9,55,95,3,2,7901458001,947,79000947,3.695,2.213,6721,7581.70652507968
Shelby,01458,0,1,5.96,6.995,1.035,2023,8864,9174.24,10,53,95,3,2,7901458001,948,79000948,3.695,2.213,6722,5414.34985021306
Marion,02157,0,1,0,1.1,1.1,2023,787,865.7,10,65,96,3,1,5802157001,85,58000085,11.111,0,6723,5781.23348469414
Hamilton,04975,0,1,0,2.41,2.41,2023,14163,34132.83,10,65,98,1,1,3304975001,534,33000534,0.648,0.504,6724,12681.0229934317
Dekalb,SR056,0,1,6.135,7.47,1.335,2023,7856,10487.76,9,60,96,2,2,21SR056001,82,21000082,1.335,1.78,6725,7025.08165115199
Dekalb,SR056,0,1,7.955,9.435,1.48,2023,7376,10916.48,12,58,96,2,2,21SR056001,32,21000032,3.864,1.874,6726,7818.65531726142
Dekalb,SR056,0,1,9.435,12.655,3.22,2023,4980,16035.6,10,65,94,3,3,21SR056001,79,21000079,2.555,2.57,6727,17063.5939285742
Dekalb,SR056,0,1,12.655,20.16,7.505,2023,4458,33457.29,9,54,94,3,3,21SR056001,61,21000061,2.261,2.01,6728,39638.8510326226
Sumner,SR174,0,1,0.14,6.01,5.87,2023,9654,56668.98,13,64,96,2,2,83SR174001,186,83000186,2.201,2.947,6729,31017.5642298657
Sumner,SR174,0,1,6.01,9.59,3.58,2023,10121,36233.18,9,62,97,2,1,83SR174001,65,83000065,0.21,0.736,6730,18884.5124253616
Sumner,SR174,0,1,16.3,17.487,1.187,2023,7673,9107.851,11,65,96,2,2,83SR174001,159,83000159,2.201,2.947,6731,6280.27407403769
Sumner,SR174,0,1,17.487,26.18,8.693,2023,3547,30834.071,10,79,94,3,3,83SR174001,48,83000048,0.968,0,6732,45887.5635736481
Sumner,SR174,0,1,26.18,29.665,3.485,2023,2408,8391.88,10,65,94,3,3,83SR174001,28,83000028,2.32,2.23,6733,18436.8711954795
Sumner,SR174,0,1,29.665,33.57,3.905,2023,2235,8727.675,9,70,95,3,2,83SR174001,31,83000031,0.917,0.917,6734,20631.7311386083
Sumner,SR174,0,1,33.57,38.29,4.72,2023,817,3856.24,10,65,95,3,2,83SR174001,5,83000005,2.476,1.484,6735,24975.4578748311
Sumner,SR174,0,1,38.29,39.68,1.39,2023,825,1146.75,10,65,95,3,2,83SR174001,6,83000006,2.476,1.484,6736,7349.83214185293
Grainger,SR131,0,1,0,2.76,2.76,2023,1539,4247.64,9,65,96,3,1,29SR131001,62,29000062,3.016,0.864,6737,14626.7922003138
Grainger,SR131,0,1,2.76,7.08,4.32,2023,1611,6959.52,8,65,96,3,1,29SR131001,11,29000011,3.016,0.864,6738,22818.6392303783
Grainger,SR131,0,1,7.08,13.31,6.23,2023,1447,9014.81,10,59,96,3,1,29SR131001,10,29000010,3.016,0.864,6739,32848.529671752
Grainger,SR131,0,1,13.31,17.05,3.74,2023,1563,5845.62,9,65,96,3,1,29SR131001,6,29000006,3.016,0.864,6740,19787.0052917509
Grainger,SR131,0,1,17.05,20.95,3.9,2023,1301,5073.9,9,65,96,3,1,29SR131001,4,29000004,3.016,0.864,6741,20566.7420542841
Grainger,SR131,0,1,20.95,24.54,3.59,2023,700,2513,10,65,96,3,1,29SR131001,1,29000001,3.016,0.864,6742,18894.596093289
Sullivan,03892,0,1,0,1.73,1.73,2023,10278,17780.94,11,65,96,3,1,8203892001,171,82000171,2.766,1.773,6743,9115.2540818871
Putnam,SR084,0,1,0,4.03,4.03,2023,227,914.81,12,65,97,2,1,71SR084001,20 @,93000020,3.857,2.871,6744,21328.8125306881
Putnam,SR084,0,1,4.03,9.35,5.32,2023,196,1042.72,16,65,96,2,2,71SR084001,42,71000042,3.857,2.871,6745,28138.6937856861
Putnam,SR084,0,1,10.03,12.14,2.11,2023,3670,7743.7,9,65,94,3,3,71SR084001,35,71000035,2.555,2.57,6746,11201.9027902699
Sullivan,01378,0,1,0,4.08,4.08,2023,1853,7560.24,11,65,97,2,1,8201378001,47,82000047,2.55,2.486,6747,21541.1866348201
Sullivan,01378,0,1,4.08,6.2,2.12,2023,2237,4742.44,11,64,98,1,1,8201378001,7,82000007,1.6,0.8,6748,11185.5369624988
Sullivan,01378,0,1,6.2,8.34,2.14,2023,3766,8059.24,10,65,95,3,2,8201378001,8,82000008,2.766,1.773,6749,11289.1803130219
Unicoi,SR352,0,1,4.17,9.06,4.89,2023,1136,5555.04,9,53,96,3,1,86SR352001,20,86000020,2.353,0,6750,25753.1474987655
Unicoi,02561,0,1,3.53,6.265,2.735,2023,467,1277.245,11,65,96,3,1,8602561001,1,86000001,2.624,1.065,6751,14491.9157811321
Washington,SR353,0,1,0.91,5.78,4.87,2023,772,3759.64,12,65,96,3,1,90SR353001,74,90000074,3.016,0.864,6752,25754.1545720046
Washington,SR353,0,1,5.78,8.69,2.91,2023,2055,5980.05,10,70,98,1,1,90SR353001,180,90000180,2.419,1.21,6753,15370.1353103941
Washington,SR353,0,1,10.71,13.26,2.55,2023,6297,16057.35,13,65,97,2,1,90SR353001,125,90000125,2.766,1.773,6754,13544.9820208008
Carter,SR067,0,1,0,2.79,2.79,2023,25745,71828.55,9,58,95,3,2,10SR067001,125,10000125,3.542,2.47,6755,14700.879533845
Anderson,03725,0,1,4.63,5.149,0.519,2023,1892,981.948,9,65,97,2,1,0103725001,93,01000093,2.766,1.773,6756,2765.24958505173
Blount,SR336,0,1,0,1.535,1.535,2023,2704,4150.64,12,65,96,3,1,05SR336001,68,05000068,3.016,0.864,6757,8166.32619290218
Blount,SR336,0,1,1.535,3.75,2.215,2023,854,1891.61,10,65,96,3,1,05SR336001,70,05000070,3.016,0.864,6758,11681.7434441159
Blount,SR336,0,1,3.75,7.3,3.55,2023,1058,3755.9,11,62,96,3,1,05SR336001,72,05000072,3.659,0,6759,18797.422787946
Blount,SR336,0,1,7.3,10.745,3.445,2023,744,2563.08,12,65,96,3,1,05SR336001,77,05000077,3.016,0.864,6760,18195.5422557573
Blount,SR336,0,1,10.745,14.79,4.045,2023,1285,5197.825,11,65,96,3,1,05SR336001,78,05000078,3.016,0.864,6761,21399.6975296315
Blount,SR336,0,1,14.79,19.07,4.28,2023,4776,20441.28,9,65,95,3,2,05SR336001,54,05000054,2.766,1.773,6762,22595.8096518702
Knox,05869,0,1,0,2.025,2.025,2023,7422,15029.55,10,65,98,2,0,4705869001,527,47000527,1.756,0.783,6763,10658.7987029954
Knox,05870,0,1,0,3.13,3.13,2023,4357,13637.41,9,65,98,2,0,4705870001,528,47000528,1.756,0.783,6764,16529.81654886
Knox,05872,0,1,0,0.851,0.851,2023,6100,5191.1,9,65,97,2,1,4705872001,530,47000530,2.55,2.486,6765,4439.76112270385
Washington,0C197,0,1,0,1.227,1.227,2023,818,1003.686,9,65,96,3,1,900C197001,232,90000232,2.624,1.065,6766,6477.71853167291
Blount,SR333,0,1,0.78,3.67,2.89,2023,2219,6412.91,11,65,97,2,1,05SR333001,31,05000031,2.766,1.773,6767,15253.3788873554
Blount,SR333,0,1,3.67,6.11,2.44,2023,2815,6868.6,11,63,95,3,2,05SR333001,146,05000146,1.858,2.167,6768,12941.0194329544
Blount,SR333,0,1,6.11,9.02,2.91,2023,7429,21618.39,10,65,96,3,1,05SR333001,9,05000009,2.766,1.773,6769,15309.2232636741
Blount,SR333,0,1,9.02,11.97,2.95,2023,11671,34429.45,11,60,96,2,2,05SR333001,150,05000150,2.166,3.52,6770,15614.8822238674
Blount,SR333,0,1,11.97,14.48,2.51,2023,9252,23222.52,12,65,95,3,2,05SR333001,5,05000005,2.766,1.773,6771,13282.9858345509
Hamilton,SR153,0,1,5.56,7.18,1.62,2023,67455,109277.1,9,54,99,0,1,33SR153001,209,33000209,1.411,3.558,6772,8577.94944351117
Hamilton,SR153,0,1,9.66,12.48,2.82,2023,29410,82936.2,9,58,90,3,7,33SR153001,167,33000167,3.176,7.937,6773,14836.5259722527
Marion,SR156,0,2,0,9.3,9.3,2023,703,6537.9,11,65,97,2,1,58SR156002,65,58000065,3.857,2.871,6774,49094.9097201641
Marion,SR156,0,2,9.3,14.54,5.24,2023,1944,10186.56,10,53,97,2,1,58SR156002,47,58000047,0,0,6775,27668.9720082268
Marion,SR156,0,2,14.927,16.28,1.353,2023,4143,5605.479,10,65,97,2,1,58SR156002,45,58000045,3.857,2.871,6776,7130.67921382593
Marion,SR156,0,2,16.28,20.12,3.84,2023,2369,9096.96,12,65,97,2,1,58SR156002,75,58000075,9.426,1.639,6777,20302.2254963236
Sullivan,SR093,0,1,7.24,8.36,1.12,2023,25233,28260.96,11,51,96,3,1,82SR093001,114,82000114,1.454,0.761,6778,5834.27687714466
Sullivan,SR093,0,1,9.04,10.23,1.19,2023,26219,31200.61,11,56,98,1,1,82SR093001,93,82000093,0.646,0.61,6779,6276.95367321976
Sullivan,SR093,0,1,11.33,13.89,2.56,2023,17347,44408.32,11,53,96,3,1,82SR093001,149,82000149,2.766,1.773,6780,13512.2742215032
Sullivan,SR093,0,1,13.89,15.28,1.39,2023,10064,13988.96,8,65,97,2,1,82SR093001,19,82000019,2.766,1.773,6781,7366.30120395333
Henderson,06029,0,1,0,1.453,1.453,2023,1436,2086.508,16,65,98,1,1,3906029001,96,39000096,2.982,1.205,6782,7674.62229425017
Decatur,SR069,0,1,0,0.98,0.98,2023,394,386.12,12,60,66,8,26,20SR069001,7 @,36000007,4.255,34.043,6783,5173.29469737461
Montgomery,0C285,0,1,0,2.37,2.37,2023,10336,24496.32,8,62,88,3,9,630C285001,102,63000102,1.257,4.457,6784,12527.8129874895
Warren,0A611,0,1,0,3.01,3.01,2023,1072,3226.72,10,65,96,3,1,890A611001,20,89000020,2.624,1.065,6785,15874.0551643046
Decatur,SR069,0,1,0.98,8.44,7.46,2023,289,2155.94,11,65,95,2,3,20SR069001,57,20000057,2.849,3.585,6786,39366.1794736914
Decatur,SR069,0,1,9.21,14.58,5.37,2023,2038,10944.06,9,65,88,4,8,20SR069001,71,20000071,3.961,6.188,6787,28377.0626601338
Decatur,SR069,0,1,14.58,19.73,5.15,2023,2546,13111.9,8,65,88,4,8,20SR069001,70,20000070,3.961,6.188,6788,27183.6255306454
Warren,02181,0,1,0,3.705,3.705,2023,829,3071.445,11,65,96,3,1,8902181001,103,89000103,2.624,1.065,6789,19655.913283266
Decatur,SR069,0,1,19.73,23.17,3.44,2023,3099,10660.56,8,55,84,6,10,20SR069001,69,20000069,3.053,7.634,6790,18164.6741703964
Decatur,SR069,0,1,23.17,25.76,2.59,2023,6275,16252.25,10,65,88,4,8,20SR069001,64,20000064,3.961,6.188,6791,13619.088387705
Decatur,SR069,0,1,25.76,27.64,1.88,2023,8437,15861.56,12,51,91,3,6,20SR069001,21,20000021,2.781,2.681,6792,9997.55742234334
Decatur,SR069,0,1,28.47,30,1.53,2023,6357,9726.21,9,65,88,4,8,20SR069001,54,20000054,3.961,6.188,6793,8083.08537098741
Decatur,SR069,0,1,30,35.25,5.25,2023,5538,29074.5,8,65,88,4,8,20SR069001,65,20000065,3.961,6.188,6794,27688.1455104077
Decatur,SR069,0,1,35.25,42.42,7.17,2023,3830,27461.1,8,54,88,4,8,20SR069001,10,20000010,10.563,10.563,6795,37876.4448089706
Carroll,SR076,0,1,0,1.4,1.4,2023,7246,10144.4,8,65,88,4,8,09SR076001,56,09000056,3.961,6.188,6796,7328.08143255313
Carroll,SR076,0,1,1.99,5.55,3.56,2023,5803,20658.68,8,58,89,4,7,09SR076001,28,09000028,1.674,3.556,6797,18768.4501137805
Warren,0A612,0,1,0,5.345,5.345,2023,1690,9033.05,15,65,97,2,1,890A612001,126,89000126,2.624,1.065,6798,28107.4395170259
Carroll,SR076,0,1,5.55,12.419,6.869,2023,4174,28671.206,8,50,88,4,8,09SR076001,25,09000025,3.961,6.188,6799,36294.5393990706
Carroll,SR076,0,1,12.419,15.28,2.861,2023,5449,15589.589,8,65,91,4,5,09SR076001,2,09000002,6.297,4.782,6800,15067.8658608101
Carroll,SR076,0,1,15.79,17.26,1.47,2023,8017,11784.99,8,65,91,4,5,09SR076001,6,09000006,6.297,4.782,6801,7742.12398055629
Carroll,SR076,0,1,17.26,18.36,1.1,2023,9907,10897.7,8,65,91,4,5,09SR076001,88,09000088,6.297,4.782,6802,5648.90343514375
Washington,0B140,0,1,0,0.87,0.87,2023,142,123.54,10,65,97,2,1,900B140001,242,90000242,2.624,1.065,6803,4557.94782255428
Washington,03960,0,1,0,0.989,0.989,2023,9603,9497.367,9,65,96,2,2,9003960001,176,90000176,2.766,1.773,6804,5225.93091457452
Carter,04433,0,1,0,1.48,1.48,2023,991,1466.68,12,65,97,2,1,1004433001,31,10000031,2.55,2.486,6805,7800.75470739402
Carter,01383,0,1,0,2.515,2.515,2023,162,407.43,13,65,97,2,1,1001383001,79,10000079,2.624,1.065,6806,13314.1490675725
Lauderdale,01258,0,1,0,1.205,1.205,2023,2038,2455.79,9,53,98,1,1,4901258001,71,49000071,1.714,1.714,6807,6332.26857347195
Davidson,04435,0,1,1.55,2.535,0.985,2023,14539,14320.915,9,65,96,2,2,1904435001,424,19000424,2.201,2.947,6808,5151.58050214759
Cocke,SR009,0,1,14.61,17.19,2.58,2023,3149,8124.42,9,63,95,3,2,15SR009001,58,15000058,0.797,0.398,6809,13624.8719562723
Cocke,SR009,0,1,17.19,20.43,3.24,2023,1676,5430.24,10,65,95,3,2,15SR009001,37,15000037,2.131,1.811,6810,17141.6548375851
Henry,SR069,0,1,26.7,30.27,3.57,2023,777,2773.89,10,65,95,2,3,40SR069001,11,40000011,2.849,3.585,6811,18788.0683858403
Bedford,05382,0,1,0,0.07,0.07,2023,1986,139.02,10,65,96,2,2,0205382001,112,02000112,2.201,2.947,6812,352.033873019585
Maury,SR007,0,1,15.27,16.98,1.71,2023,4191,7166.61,10,57,91,6,3,60SR007001,96,60000096,8.232,2.421,6813,9069.7568319274
Maury,SR007,0,1,16.98,21.55,4.57,2023,6263,28621.91,11,65,88,3,9,60SR007001,100,60000100,2.595,5.33,6814,24099.773049375
Maury,SR007,0,1,21.55,23.63,2.08,2023,3539,7361.12,10,65,88,3,9,60SR007001,205,60000205,2.595,5.33,6815,10951.6916030676
Maury,SR007,0,1,23.63,28.77,5.14,2023,2939,15106.46,10,65,88,3,9,60SR007001,225,60000225,2.595,5.33,6816,27118.0880273646
Davidson,03242,0,1,1.7,1.74,0.04,2023,16811,672.44,7,66,96,2,2,1903242001,174,19000174,2.201,2.947,6817,226.09386420033
Maury,SR007,0,1,28.77,30.03,1.26,2023,3002,3782.52,10,65,88,3,9,60SR007001,198,60000198,2.595,5.33,6818,6692.66864158721
Maury,SR007,0,1,30.03,33.42,3.39,2023,2998,10163.22,10,52,92,3,5,60SR007001,90 @,41000090,0.673,2.694,6819,17934.9727576974
Davidson,04914,0,1,0,1.12,1.12,2023,6330,7089.6,10,73,96,3,1,1904914001,602,19000602,2.142,0.659,6820,5951.36398371625
Sequatchie,SR008,0,1,1.667,7.139,5.472,2023,2214,12115.008,10,58,96,3,1,77SR008001,43,77000043,5.263,0.957,6821,28813.5768660398
Sequatchie,SR008,0,1,7.139,12.795,5.656,2023,1860,10520.16,10,65,96,2,2,77SR008001,27,77000027,3.857,2.871,6822,29881.6504334627
Dyer,02916,0,1,0,0.13,0.13,2023,940,122.2,12,65,98,1,1,2302916001,171,23000171,2.982,1.205,6823,721.13094472851
Hamilton,05792,0,1,0.074,0.136,0.062,2023,2088,129.456,11,65,98,1,1,3305792001,556,33000556,2.992,3.767,6824,328.84317695556
Hardeman,05682,0,1,0.71,2.53,1.82,2023,982,1787.24,10,65,100,0,0,3505682001,122,35000122,0,0,6825,9686.15201777373
Dekalb,SR141,0,1,4.82,6.28,1.46,2023,654,954.84,10,65,96,2,2,21SR141001,8 @,71000008,3.857,2.871,6826,7834.96193567102
Sequatchie,SR008,0,1,18.51,23.327,4.817,2023,7038,33902.046,9,56,86,3,11,77SR008001,36,77000036,2.116,8.289,6827,25451.3206645991
Knox,SR033,0,1,9.68,11.39,1.71,2023,16748,28639.08,8,55,98,2,0,47SR033001,52,47000052,1.638,0.071,6828,9328.79613904382
Knox,SR033,0,1,11.39,12.64,1.25,2023,31335,39168.75,8,51,95,3,2,47SR033001,264,47000264,3.542,2.47,6829,6583.34772863083
Knox,SR033,0,1,12.64,14.382,1.742,2023,32628,56837.976,8,56,97,2,1,47SR033001,553 A,553,3.542,2.47,6830,9203.4745534209
Knox,SR033,0,1,14.382,16.34,1.958,2023,25159,49261.322,11,56,95,3,2,47SR033001,26,47000026,3.542,2.47,6831,10081.4335419862
Bradley,SR074,0,1,0,3.476,3.476,2023,2325,8081.7,8,53,96,2,2,06SR074001,55,06000055,2.235,1.676,6832,18386.0927522488
Bradley,SR074,0,1,3.476,6.56,3.084,2023,4980,15358.32,11,65,96,2,2,06SR074001,135,06000135,1.383,1.186,6833,16257.9093071339
Bradley,SR074,0,1,6.56,9.11,2.55,2023,7971,20326.05,8,65,97,2,1,06SR074001,39,06000039,0.433,0.433,6834,13443.3313791215
Bradley,SR074,0,1,9.11,11.659,2.549,2023,12649,32242.301,9,65,98,1,1,06SR074001,37,06000037,2.4,0.889,6835,13434.9771886456
Bradley,SR074,0,1,11.83,12.73,0.9,2023,4485,4036.5,10,65,98,1,1,06SR074001,71,06000071,5.19,0.399,6836,4715.04548877617
Bradley,SR074,0,1,12.73,13.66,0.93,2023,10483,9749.19,10,65,98,1,1,06SR074001,67,06000067,2.515,0.387,6837,4907.72428243259
Jackson,SR477,0,1,0,3.14,3.14,2023,1618,5080.52,10,65,96,2,2,44SR477001,90,44000090,3.857,2.871,6838,16592.9435711102
Jackson,SR477,0,1,3.14,5.385,2.245,2023,1100,2469.5,11,65,96,2,2,44SR477001,36,44000036,3.857,2.871,6839,11865.0018976033
Sullivan,0D138,0,1,0,0.88,0.88,2023,1055,928.4,11,65,96,3,1,820D138001,229,82000229,2.624,1.065,6840,4775.85222953415
Henry,01732,0,1,3.969,9.923,5.954,2023,580,3453.32,11,65,96,3,1,4001732001,45,40000045,2.624,1.065,6841,31396.0367514803
Carter,SR067,0,1,3.39,5.64,2.25,2023,25853,58169.25,10,65,95,3,2,10SR067001,17,10000017,3.542,2.47,6842,11888.8709120827
Carter,SR067,0,1,7.45,10.532,3.082,2023,7806,24058.092,8,65,95,3,2,10SR067001,44,10000044,3.542,2.47,6843,16227.1430907465
Carter,SR067,0,1,10.532,17.05,6.518,2023,5290,34480.22,9,51,91,3,6,10SR067001,71,10000071,0.806,3.763,6844,34446.4854982341
Carter,SR067,0,1,17.05,18.73,1.68,2023,4240,7123.2,9,65,95,3,2,10SR067001,25,10000025,2.131,1.811,6845,8901.6147169285
Robertson,06082,0,1,0,2.561,2.561,2023,1052,2694.172,13,65,97,2,1,7406082001,174,74000174,1.833,1.113,6846,13523.2324369787
Sullivan,SR346,0,1,0,1.92,1.92,2023,5793,11122.56,10,61,99,1,0,82SR346001,23,82000023,0.998,0.666,6847,10210.3167452824
Greene,SR093,0,1,0,1.71,1.71,2023,2377,4064.67,10,65,96,3,1,30SR093001,48,30000048,2.766,1.773,6848,9105.49795179363
Greene,SR093,0,1,1.71,8.04,6.33,2023,1653,10463.49,10,67,95,3,2,30SR093001,159,30000159,0.813,0.813,6849,33377.9501522945
Greene,SR093,0,1,8.04,14.05,6.01,2023,2988,17957.88,10,51,96,2,2,30SR093001,32,30000032,1.347,2.357,6850,31794.0394235853
Greene,SR093,0,1,14.05,18.18,4.13,2023,1778,7343.14,11,65,95,3,2,30SR093001,163,30000163,2.131,1.811,6851,21679.3238100683
Davidson,06063,0,1,0,2.636,2.636,2023,2328,6136.608,12,65,97,2,1,1906063001,642,19000642,1.833,1.113,6852,13894.1459248226
Grundy,SR056,0,1,0,5.5,5.5,2023,6745,37097.5,10,53,98,1,1,31SR056001,34,31000034,1.898,0.584,6853,29014.1156355752
Grundy,SR056,0,1,5.5,7.461,1.961,2023,2407,4720.127,10,65,94,3,3,31SR056001,36,31000036,2.555,2.57,6854,10360.7840092667
Grundy,SR056,0,1,7.461,12.49,5.029,2023,3639,18300.531,9,65,94,3,3,31SR056001,22,31000022,2.555,2.57,6855,26599.9575485569
Grundy,SR056,0,1,12.49,15.51,3.02,2023,3589,10838.78,10,59,95,3,2,31SR056001,20,31000020,5.143,2,6856,15924.2683736862
Grundy,SR056,0,1,15.51,18.907,3.397,2023,5032,17093.704,10,65,94,3,3,31SR056001,19,31000019,2.555,2.57,6857,18034.9898033739
Grundy,SR056,0,1,18.907,20.2,1.293,2023,3697,4780.221,12,65,94,3,3,31SR056001,8,31000008,2.555,2.57,6858,6826.37125741324
Grundy,SR056,0,1,20.2,23.38,3.18,2023,2133,6782.94,10,55,97,2,1,31SR056001,9,31000009,0.976,0.488,6859,16910.502080429
Overton,SR052,0,1,11.257,12.14,0.883,2023,8915,7871.945,8,65,94,3,3,67SR052001,52,67000052,2.555,2.57,6860,4644.3479239007
Overton,SR052,0,1,12.14,14.91,2.77,2023,2893,8013.61,9,62,94,3,3,67SR052001,24,67000024,0.346,0,6861,14658.6375979483
Overton,SR052,0,1,20.37,23.688,3.318,2023,935,3102.33,9,65,94,3,3,67SR052001,26,67000026,2.555,2.57,6862,17709.8604268587
Shelby,04015,0,1,0,1.5,1.5,2023,7787,11680.5,7,52,95,3,2,7904015001,1004,79001004,3.695,2.213,6863,7922.48685744185
Shelby,04015,0,1,1.5,3.15,1.65,2023,7777,12832.05,9,65,95,3,2,7904015001,423,79000423,3.695,2.213,6864,8627.69659492504
Williamson,04745,0,1,0,3.98,3.98,2023,14024,55815.52,10,62,97,2,1,9404745001,168,94000168,1.475,1.327,6865,21006.693273573
Obion,SR003,0,1,3.96,9.08,5.12,2023,10091,51665.92,8,51,88,4,8,66SR003001,124,66000124,3.961,6.188,6866,27091.1078049123
Obion,SR003,0,1,0,3.96,3.96,2023,8818,34919.28,8,53,72,5,23,66SR003001,150,66000150,6.036,20.85,6867,20923.4994176284
Obion,SR003,0,1,9.08,10.31,1.23,2023,11749,14451.27,9,50,88,4,8,66SR003001,84,66000084,3.961,6.188,6868,6482.53896108995
Obion,SR003,0,1,10.75,16.02,5.27,2023,14738,77669.26,9,50,88,4,8,66SR003001,107,66000107,3.961,6.188,6869,27900.430045215
Obion,SR003,0,1,16.02,17.45,1.43,2023,17085,24431.55,9,51,91,4,5,66SR003001,86,66000086,6.297,4.782,6870,7535.57513545725
Marion,SR156,0,2,20.12,25.7,5.58,2023,1664,9285.12,10,63,94,3,3,58SR156002,26,58000026,2.424,1.818,6871,29523.3594834846
Overton,01209,0,1,0,4.03,4.03,2023,1191,4799.73,8,65,97,2,1,6701209001,10,67000010,2.624,1.065,6872,21379.438769789
Overton,01209,0,1,4.03,6.36,2.33,2023,878,2045.74,10,67,97,1,2,6701209001,2,67000002,0,0,6873,12296.1730272912
Sumner,04875,0,1,0,5.449,5.449,2023,3324,18112.476,18,65,97,2,1,8304875001,252,83000252,1.833,1.113,6874,28795.3556186003
Knox,05951,0,1,0,1.063,1.063,2023,3064,3257.032,15,65,98,2,0,4705951001,95,47000095,1.756,0.783,6875,5613.29918684337
Anderson,05842,0,1,0,0.76,0.76,2023,2399,1823.24,10,65,97,2,1,0105842001,194,01000194,1.756,0.783,6876,3871.90071697639
Blount,05843,0,1,0,1.535,1.535,2023,1747,2681.645,10,65,96,3,1,0505843001,238,05000238,3.016,0.864,6877,8079.94065483043
Blount,05845,0,1,0,1.715,1.715,2023,2619,4491.585,10,65,98,2,0,0505845001,239,05000239,1.756,0.783,6878,9042.5664275767
Blount,05849,0,1,0,1.479,1.479,2023,258,381.582,14,65,97,3,0,0505849001,242,05000242,1.756,0.783,6879,7823.0613798829
Hamilton,05403,0,1,0.45,1.65,1.2,2023,12133,14559.6,9,62,98,1,1,3305403001,106,33000106,3.666,5.842,6880,6271.45148410726
Hamilton,SR002,0,1,18.41,20.34,1.93,2023,9594,18516.42,9,65,90,3,7,33SR002001,324,33000324,3.176,7.937,6881,10248.2965814424
Hamilton,SR002,0,1,21.14,24.42,3.28,2023,13423,44027.44,10,66,98,1,1,33SR002001,77,33000077,2.992,3.767,6882,17236.0314109498
Lauderdale,SR088,0,1,0,2.21,2.21,2023,109,240.89,18,65,94,2,4,49SR088001,123,49000123,2.849,3.585,6883,11601.2215187401
Stewart,SR076,0,1,0,4.38,4.38,2023,4840,21199.2,9,57,88,3,9,81SR076001,13,81000013,2.595,5.33,6884,23128.1788249051
Stewart,SR076,0,1,4.38,10.19,5.81,2023,5921,34401.01,9,56,87,3,10,81SR076001,18,81000018,2.344,7.422,6885,30661.0247640786
Sumner,02041,0,1,0,3.747,3.747,2023,3666,13736.502,9,59,97,2,1,8302041001,70,83000070,1.466,0,6886,19789.0221349167
Sumner,02041,0,1,3.747,5.56,1.813,2023,9663,17519.019,10,51,90,9,1,8302041001,69,83000069,7.7,0.304,6887,9605.76060586569
Stewart,SR076,0,1,10.19,13.21,3.02,2023,9250,27935,9,65,88,3,9,81SR076001,72,81000072,2.595,5.33,6888,15866.5936685624
